"id","original_code","error_type","error_message","error_line","target_action","fixed_code","complexity"
"9849","let name = 0
while (name < 99) {
    for (let k = 0; k < 42; k = k + 1) {
        print(k);
    }
    name = name + 1;
}
print(name);","Syntactic","Expected ';' after variable declaration","1","INSERT_SEMICOLON","let name = 0;
while (name < 99) {
    for (let k = 0; k < 42; k = k + 1) {
        print(k);
    }
    name = name + 1;
}
print(name);","medium"
"9850","for (let limit = 0; limit < 10; limit = limit + 1) {
    let i = limit * 20;
print(""hello);
}","Lexical","Unterminated string","3","INSERT_QUOTE","for (let limit = 0; limit < 10; limit = limit + 1) {
    let i = limit * 20;
print(""hello"");
}","medium"
"9851","let n = 0;
n[0] = 1;
while (n < 20) {
    if (n > 3) {
        print(n);
    }
    n = n + 1;
}","Semantic","'n' is not an array","2","MAKE_ARRAY","let n = [0, 0];
n[0] = 1;
while (n < 20) {
    if (n > 3) {
        print(n);
    }
    n = n + 1;
}","medium"
"9852","let k = [0, 0, 0];
print(k[1];","Syntactic","Expected ')'","2","INSERT_RPAREN","let k = [0, 0, 0];
print(k[1]);","short"
"9853","let sum = 3;
let index = 5;
print(""hello);
    print(""greater"");
    sum = sum - 1;
} else {
    if (sum == index) {
        print(""equal"");
    } else {
        print(""less"");
    }
}
print(sum);","Lexical","Unterminated string","3","INSERT_QUOTE","let sum = 3;
let index = 5;
print(""hello"");
    print(""greater"");
    sum = sum - 1;
} else {
    if (sum == index) {
        print(""equal"");
    } else {
        print(""less"");
    }
}
print(sum);","long"
"9854","let arr = [3, 99, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let value = max;
print(value);
if (value == 0) {
    print(""Zero"";
}","Syntactic","Expected ')'","11","INSERT_RPAREN","let arr = [3, 99, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let value = max;
print(value);
if (value == 0) {
    print(""Zero"");
}","long"
"9855","let arr = [42, 20, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}^
let y = max;
print(y);
if (y == 0) {
    print(""Zero"");
}","Lexical","Unexpected character '^'","7","DELETE_CHAR_AT_INDEX","let arr = [42, 20, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let y = max;
print(y);
if (y == 0) {
    print(""Zero"");
}","long"
"9856","let x = 0;
x[0] = 1;
while (x < 100) {
    print(x);
    x = x + 1;
}","Semantic","'x' is not an array","2","MAKE_ARRAY","let x = [0, 0];
x[0] = 1;
while (x < 100) {
    print(x);
    x = x + 1;
}","medium"
"9857","let value = 0;
let value = 0;
while (value < 5) {
    for (let k = 0; k < 15; k = k + 1) {
        print(k);
    }
    value = value + 1;
}
print(value);","Semantic","Variable 'value' already declared","2","REMOVE_LET_OR_RENAME","let value = 0;
value = 0;
while (value < 5) {
    for (let k = 0; k < 15; k = k + 1) {
        print(k);
    }
    value = value + 1;
}
print(value);","long"
"9858","let player = 0;
while (player < 10) {
    for (let k = 0; k < 2; k = k + 1) {
        print(k);
    
    player = player + 1;
}
print(player);","Syntactic","Expected '}' to close block","5","INSERT_RBRACE","let player = 0;
while (player < 10) {
    for (let k = 0; k < 2; k = k + 1) {
        print(k);
    }
    player = player + 1;
}
print(player);","medium"
"9859","print(""hello);
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let j = max;
print(j);
if (j == 0) {
    print(""Zero"");
}","Lexical","Unterminated string","1","INSERT_QUOTE","print(""hello"");
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let j = max;
print(j);
if (j == 0) {
    print(""Zero"");
}","long"
"9860","let k = 20;
let k = 20;
let count = k * 2;
print(count);","Semantic","Variable 'k' already declared","2","REMOVE_LET_OR_RENAME","let k = 20;
k = 20;
let count = k * 2;
print(count);","medium"
"9861","let j = 0;
for (let i = 0; i < 7; i = i + 1) {
    for (let j = 0; j < 99; j = j + 1) {
        j = j + 1;
    }
}
print(""hello);","Lexical","Unterminated string","7","INSERT_QUOTE","let j = 0;
for (let i = 0; i < 7; i = i + 1) {
    for (let j = 0; j < 99; j = j + 1) {
        j = j + 1;
    }
}
print(""hello"");","medium"
"9862","let total = 10;
let found = total + 0;
print(found;","Syntactic","Expected ')'","3","INSERT_RPAREN","let total = 10;
let found = total + 0;
print(found);","short"
"9863","let max = 3;
let total = max + 100;
print(total;","Syntactic","Expected ')'","3","INSERT_RPAREN","let max = 3;
let total = max + 100;
print(total);","short"
"9864","let result = 0;
let result = 0;
let limit = result * 2;
print(limit);","Semantic","Variable 'result' already declared","2","REMOVE_LET_OR_RENAME","let result = 0;
result = 0;
let limit = result * 2;
print(limit);","medium"
"9865","let count = 15;
if (count < 5) {
    print(""low"");
 else {
    print(""high"");
}","Syntactic","Expected '}' to close block","4","INSERT_RBRACE","let count = 15;
if (count < 5) {
    print(""low"");
} else {
    print(""high"");
}","medium"
"9866","let score = 1;
let min = 0;
print(""hello);
    min = min + 1;
}
print(min);","Lexical","Unterminated string","3","INSERT_QUOTE","let score = 1;
let min = 0;
print(""hello"");
    min = min + 1;
}
print(min);","medium"
"9867","let player = 2@;
if (player > 0) {
    print(player);
}","Lexical","Unexpected character '@'","1","DELETE_CHAR_AT_INDEX","let player = 2;
if (player > 0) {
    print(player);
}","medium"
"9868","let flag = 5;
let sum = flag * 2;
print(sum;","Syntactic","Expected ')'","3","INSERT_RPAREN","let flag = 5;
let sum = flag * 2;
print(sum);","short"
"9869","let index = [2, 100, 0];
print(index[1];","Syntactic","Expected ')'","2","INSERT_RPAREN","let index = [2, 100, 0];
print(index[1]);","short"
"9870","size = [100, 100, 0];
print(size[1]);","Semantic","Variable 'size' used before declaration","1","PREPEND_LET","let size = [100, 100, 0];
print(size[1]);","short"
"9871","let flag = 10;
if (flag > 0) {
print(""hello);
}","Lexical","Unterminated string","3","INSERT_QUOTE","let flag = 10;
if (flag > 0) {
print(""hello"");
}","medium"
"9872","let index = [42, 100, 0];
print(index[1])@;","Lexical","Unexpected character '@'","2","DELETE_CHAR_AT_INDEX","let index = [42, 100, 0];
print(index[1]);","short"
"9873","for (result = 0; result < 10; result = result + 1) {
    let target = result * 20;
    print(target);
}","Semantic","Variable 'result' used before declaration","1","PREPEND_LET","for (let result = 0; result < 10; result = result + 1) {
    let target = result * 20;
    print(target);
}","medium"
"9874","let arr = 0;
for (let i = 0; i < 5; i = i + 1) {
    for (let j = 0; j < 100; j = j + 1) {
        arr = arr + 1;
print(""hello);
}
print(arr);","Lexical","Unterminated string","5","INSERT_QUOTE","let arr = 0;
for (let i = 0; i < 5; i = i + 1) {
    for (let j = 0; j < 100; j = j + 1) {
        arr = arr + 1;
print(""hello"");
}
print(arr);","medium"
"9875","let temp = 2;
let data = 5;
if (temp > data) {
    print(""greater"");
    temp = temp - 1;
print(""hello);
    if (temp == data) {
        print(""equal"");
    } else {
        print(""less"");
    }
}
print(temp);","Lexical","Unterminated string","6","INSERT_QUOTE","let temp = 2;
let data = 5;
if (temp > data) {
    print(""greater"");
    temp = temp - 1;
print(""hello"");
    if (temp == data) {
        print(""equal"");
    } else {
        print(""less"");
    }
}
print(temp);","long"
"9876","let value = 7;
let value = 7;
let data = 0;
while (data < value) {
    data = data + 1;
}
print(data);","Semantic","Variable 'value' already declared","2","REMOVE_LET_OR_RENAME","let value = 7;
value = 7;
let data = 0;
while (data < value) {
    data = data + 1;
}
print(data);","medium"
"9877","let y = 0;
while (y < 3 {
    for (let k = 0; k < 42; k = k + 1) {
        print(k);
    }
    y = y + 1;
}
print(y);","Syntactic","Expected ')'","2","INSERT_RPAREN","let y = 0;
while (y < 3) {
    for (let k = 0; k < 42; k = k + 1) {
        print(k);
    }
    y = y + 1;
}
print(y);","medium"
"9878","let flag = 10;
if (flag < 5) {
    print(""low"");
} else {
    print(""high"");
","Syntactic","Expected '}' to close block","6","INSERT_RBRACE","let flag = 10;
if (flag < 5) {
    print(""low"");
} else {
    print(""high"");
}","medium"
"9879","let value = 0;
while (value < 20) {
    for (let k = 0; k < 100; k = k + 1) {
        print(k)~;
    }
    value = value + 1;
}
print(value);","Lexical","Unexpected character '~'","4","DELETE_CHAR_AT_INDEX","let value = 0;
while (value < 20) {
    for (let k = 0; k < 100; k = k + 1) {
        print(k);
    }
    value = value + 1;
}
print(value);","medium"
"9880","let j = 20;
let j = 20;
if (j < 5) {
    print(""low"");
} else {
    print(""high"");
}","Semantic","Variable 'j' already declared","2","REMOVE_LET_OR_RENAME","let j = 20;
j = 20;
if (j < 5) {
    print(""low"");
} else {
    print(""high"");
}","medium"
"9881","let y = 0;
y[0] = 1;
let data = 10;
let sum = 0;
while (y < data) {
    if (y > 5) {
        sum = sum + y;
    } else {
        sum = sum + data;
    }
    y = y + 1;
}
print(sum);","Semantic","'y' is not an array","2","MAKE_ARRAY","let y = [0, 0];
y[0] = 1;
let data = 10;
let sum = 0;
while (y < data) {
    if (y > 5) {
        sum = sum + y;
    } else {
        sum = sum + data;
    }
    y = y + 1;
}
print(sum);","long"
"9882","print(""hello);
let score = 0;
while (score < target) {
    score = score + 1;
}
print(score);","Lexical","Unterminated string","1","INSERT_QUOTE","print(""hello"");
let score = 0;
while (score < target) {
    score = score + 1;
}
print(score);","medium"
"9883","for (let min = 0; min < 42; min = min + 1) {
min[0] = 1;
    if (min > 2) {
        print(min);
    }
}","Semantic","'min' is not an array","2","MAKE_ARRAY","for (let min = [0, 0]; = min + 1) {
min[0] = 1;
    if (min > 2) {
        print(min);
    }
}","medium"
"9884","let y = [10, 20, 30, 40, 50];
let found = 30;
let data = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (y[i] == found) {
        data = 1;
    }
}
if (data == 1) {
    print(""Found"");
} else {
print(""hello);
}","Lexical","Unterminated string","12","INSERT_QUOTE","let y = [10, 20, 30, 40, 50];
let found = 30;
let data = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (y[i] == found) {
        data = 1;
    }
}
if (data == 1) {
    print(""Found"");
} else {
print(""hello"");
}","long"
"9885","let y = 0;
while (y < 15) {
    for (let k = 0; k < 10; k = k + 1) {
        print(k)#;
    }
    y = y + 1;
}
print(y);","Lexical","Unexpected character '#'","4","DELETE_CHAR_AT_INDEX","let y = 0;
while (y < 15) {
    for (let k = 0; k < 10; k = k + 1) {
        print(k);
    }
    y = y + 1;
}
print(y);","medium"
"9886","for (let total = 0; total < 10; total = total + 1) {
total[0] = 1;
    let target = total * 0;
    print(target);
}","Semantic","'total' is not an array","2","MAKE_ARRAY","for (let total = [0, 0]; = total + 1) {
total[0] = 1;
    let target = total * 0;
    print(target);
}","medium"
"9887","let arr = [15, 15, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max {
        max = arr[j];
    }
}
let name = max;
print(name);
if (name == 0) {
    print(""Zero"");
}","Syntactic","Expected ')'","4","INSERT_RPAREN","let arr = [15, 15, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let name = max;
print(name);
if (name == 0) {
    print(""Zero"");
}","long"
"9888","let score = 10;
let x = score + 2;
print(""hello);","Lexical","Unterminated string","3","INSERT_QUOTE","let score = 10;
let x = score + 2;
print(""hello"");","short"
"9889","let index = 0;
while (index < 15) {
    if (index > 3) {
        print(index);
    
    index = index + 1;
}","Syntactic","Expected '}' to close block","5","INSERT_RBRACE","let index = 0;
while (index < 15) {
    if (index > 3) {
        print(index);
    }
    index = index + 1;
}","medium"
"9890","arr = [1, 3, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let player = max;
print(player);
if (player == 0) {
    print(""Zero"");
}","Semantic","Variable 'arr' used before declaration","1","PREPEND_LET","let arr = [1, 3, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let player = max;
print(player);
if (player == 0) {
    print(""Zero"");
}","long"
"9891","let arr = 3;
if (arr > 5) {
    let total = arr * 2;
    print(total);
 else {
    print(arr);
}","Syntactic","Expected '}' to close block","5","INSERT_RBRACE","let arr = 3;
if (arr > 5) {
    let total = arr * 2;
    print(total);
} else {
    print(arr);
}","medium"
"9892","x = 7;
let player = 0;
while (player < x) {
    player = player + 1;
}
print(player);","Semantic","Variable 'x' used before declaration","1","PREPEND_LET","let x = 7;
let player = 0;
while (player < x) {
    player = player + 1;
}
print(player);","medium"
"9893","for (let size = 0; size < 10; size = size + 1) {
    if (size > 2) {
        print(size);
    }
","Syntactic","Expected '}' to close block","5","INSERT_RBRACE","for (let size = 0; size < 10; size = size + 1) {
    if (size > 2) {
        print(size);
    }
}","medium"
"9894","let y = 3;
print(""hello);","Lexical","Unterminated string","2","INSERT_QUOTE","let y = 3;
print(""hello"");","short"
"9895","let total = 0;
for (let i = 0; i < 10; i = i + 1) {
    for (let j = 0; j < 1; j = j + 1) {
        total = total + 1;
    }
}
print(total)?;","Lexical","Unexpected character '?'","7","DELETE_CHAR_AT_INDEX","let total = 0;
for (let i = 0; i < 10; i = i + 1) {
    for (let j = 0; j < 1; j = j + 1) {
        total = total + 1;
    }
}
print(total);","medium"
"9896","let arr = [20, 10, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let value = max;
print(value);
if (value == 0) {
    print(""Zero"")@;
}","Lexical","Unexpected character '@'","11","DELETE_CHAR_AT_INDEX","let arr = [20, 10, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let value = max;
print(value);
if (value == 0) {
    print(""Zero"");
}","long"
"9897","let score = 99;
let flag = 0;
while (flag < score) {
    flag = flag + 1;
}
print(flag)$;","Lexical","Unexpected character '$'","6","DELETE_CHAR_AT_INDEX","let score = 99;
let flag = 0;
while (flag < score) {
    flag = flag + 1;
}
print(flag);","medium"
"9898","let flag = 0;
flag[0] = 1;
for (let i = 0; i < 99; i = i + 1) {
    for (let j = 0; j < 1; j = j + 1) {
        flag = flag + 1;
    }
}
print(flag);","Semantic","'flag' is not an array","2","MAKE_ARRAY","let flag = [0, 0];
flag[0] = 1;
for (let i = 0; i < 99; i = i + 1) {
    for (let j = 0; j < 1; j = j + 1) {
        flag = flag + 1;
    }
}
print(flag);","medium"
"9899","let temp = 15;
let count = 15;
if (temp > count) {
    print(""greater"")
    temp = temp - 1;
} else {
    if (temp == count) {
        print(""equal"");
    } else {
        print(""less"");
    }
}
print(temp);","Syntactic","Expected ';' after print statement","4","INSERT_SEMICOLON","let temp = 15;
let count = 15;
if (temp > count) {
    print(""greater"");
    temp = temp - 1;
} else {
    if (temp == count) {
        print(""equal"");
    } else {
        print(""less"");
    }
}
print(temp);","long"
"9900","let y = 10#;
let n = y + 10;
print(n);","Lexical","Unexpected character '#'","1","DELETE_CHAR_AT_INDEX","let y = 10;
let n = y + 10;
print(n);","short"
"9901","let size = 10;
if (size < 5) {
    print(""low"");
} else {
    print(""high"";
}","Syntactic","Expected ')'","5","INSERT_RPAREN","let size = 10;
if (size < 5) {
    print(""low"");
} else {
    print(""high"");
}","medium"
"9902","let value = [10, 20, 30, 40, 50];
let target = 30;
let n = 0;
for (let i = 0; i < 5; i = i + 1) {
print(""hello);
        n = 1;
    }
}
if (n == 1) {
    print(""Found"");
} else {
    print(""Not Found"");
}","Lexical","Unterminated string","5","INSERT_QUOTE","let value = [10, 20, 30, 40, 50];
let target = 30;
let n = 0;
for (let i = 0; i < 5; i = i + 1) {
print(""hello"");
        n = 1;
    }
}
if (n == 1) {
    print(""Found"");
} else {
    print(""Not Found"");
}","long"
